id,venue_county,event_type,live,zipcode,participate,codee,important,codeg,money,codeh,source,resource,name,email,trouble
Peace and Love,Dutchess,cultural,Poughkeepsie,12601,none,,,,urban art gallery,ag,,,,,
,,,,,I am an artist myself,,,,,,,,,,
Peace and Love,Dutchess,cultural,Poughkeepsie,12601,Bardavon,v-multi,Bardavon,v-multi,building in downtown to display art treasures of Vassar college,,PoJo,YNN 6 News,,,
,,,,,Mid,v-multi,Mid-Hudson Civic Center,v-multi,,,,christ episco,,,
,,,,,Hudson Civic Center,,,,,,,,,,
,,,,,Barrett Art Center,ac,Poughkeepsie schools,vs,,,,,,,
,,,,,,,Christ Episcopal,v-ch,,,,,,,
Peace and Love,Dutchess,cultural,Poughkeepsie,12603,Open Mic in the Valley,p-om,Open Mic in the Valley,p-om,cultural parade and art parade,,,,,,
,,,,,cultural expo,v-cult,cultural expo,v-cult,,,,,,,
,,,,,all events,,,,,,,,,,
Peace and Love,Dutchess,cultural,Poughkeepsie,12601,Ciboney,p-om,Open Mic - poet gold@ Ciboney,p-om,music festivals for children and adults,fm,fb,Mix 97.7FM (WCZX),,,
,,,,,music and dance,,art and wine festivals,c-tf,jazz and blues events,km,,,,,
,,,,,,,,,,mg-j,,,,,
Peace and Love,Dutchess,cultural,Pleasant Valley,12569,theater,t,Bardavon,v-multi,youth integration events and classes,,fb,WKZE,,,
,,,,,poetry,lp,Poet Gold poetry,lp,,,Enjoy- PoJo,RealSkills Network.org,,,
,,,,,art shows,as,Cunneen-Hackett,p,,,,,,,
,,,,,,,Half-Moon Theater,v-mp,,,,,,,
,,,,,,,Country Players,vc,,,,,,,
,,,,,,,dance performance,d,,,,,,,
WWW,Dutchess,literary,Poughkeepsie,12603,Bard College,vc,Bardavon,v-multi,,,,PoJo,,,
,,,,,Vassar,vc,Hudson Valley Philharmonic,mc,,,,WAMC,,,
,,,,,Hudson Valley BachFest,fm,,mg-sy,,,,Christ Episcopal Church Pok,,,
,,,,,Hudson Valley Philharmonic,mg-sy,,,,,,,,,
,,,,,Cappella Festival,v-ch,,,,,,,,,
,,,,,concerts con brio at Christ Church,,,,,,,,,,
WWW,Dutchess,literary,Poughkeepsie,12601,music,m,all of them!!,,music every day (night) at theater,,,PoJo,,,
,,,,,theater,t,,,,,,NYTimes,,,
,,,,,historical events,c-th,,,,,,AAUW,,,
,,,,,Vassar,,,,,,,Words Words Words,,,
,,,,,,,,,,,,art galleries,,,
WWW,Dutchess,literary,Cold Spring,10516,poetry,lp,local history sites,c-th,an art space for local artists,,,local newspapers,,,
,,,,,concerts,mg-c,Hudson Valley Shakespeare Festival - Boscobel,vt,both visual and literary,,,Chronogram,,,
,,,,,art openings,as,local hv colleges like Vassar,vc,,,,Arts Mid-Hudson,,,
,,,,,,,Marist,vt,,,,posters and flyers,,,
,,,,,,,Depot Theater,,,,,,,,
WWW,Dutchess,literary,Poughkeepsie,12603,friends readings and performances,lr,Vassar,vc,independent movies,v-mo,friends,Chronogram,,,
,,,,,,p,Bardavon,v-multi,chamber music,mg-chm,flyers,Friends Meetings (Quakers),,,
,,,,,,,Depot Theater,vt,,,bulletin boards,,,,
,,,,,,,all regional arts centers,ac,,,stores,,,,
,,,,,,,,,,,etc,,,,
WWW,Dutchess,literary,Poughkeepsie,12603,Powerhouse Theater,vt,Powerhouse Theater summer theater,vt,more professional theater,,,,,,
,,,,,Mid,v-multi,Francis Lehman Loeb art center,ag,black-box,,,,,,
,,,,,Hudson Heritage Center,,,,,,,,,,
,,,,,Francis Lehman Loeb Art Center,am,community theater (out 44),am,readings,,,,,,
,,,,,local historic sites,c-t,theater events at new space on south rd,tl,closer art house movie theater,,,,,,
,,,,,concerts at Christ Church,v-ch,,,,,,,,,
WWW,Dutchess,literary,Poughkeepsie,12601,concerts,mc,I'm new to area,,,,friends,,,,
,,,,,music and Christ Church,v-ch,,,,,,,,,
WWW,Dutchess,literary,Unionvale,12450,Bardavon,v-multi,DIA,am,so much already here,,,,,,
,,,,,Boscobel,vt,,,can barely keep up with existing venues,,,,,,
,,,,,DIA,am,,,,,,,,,
,,,,,Bard College,vc,,,,,,,,,
,,,,,Omi International Arts Center,ac,,,,,,,,,
,,,,,Powerhouse Theater,vt,,,,,,,,,
WWW,Dutchess,literary,Poughkeepsie,12601,movies,v-flm,Rhinebeck,c-tr,,,Enjoy PoJo,,,,
,,,,,concerts,ag,Upstate Films,v-flm,,,Town of Poughkeepsie,,,,
,,,,,reasings,cft,Tanglewood,**,,,,,,,
,,,,,art shows,**,Caramoor,,,,,,,,
,,,,,craft shows,,,,,,,,,,
,,,,,antiques,,,,,,,,,,
WWW,Dutchess,literary,Poughkeepsie,12603,Words Words Words,lr,,,cultural,v-cult,,,,,
,,,,,Vassar college,vc,,,,,,,,,
,,,,,Bardavon,v-multi,,,,,,,,,
WWW,Dutchess,literary,Poughkeepsie,12601,Upstate Films,v-flm,,,,,PoJo  Enjoy,,,,
,,,,,Bardavon,v-multi,,,,,Christ Church Pok,,,,
,,,,,Vassar college,vc,,,,,,,,,
,,,,,Hudson Valley Philharmonic,mc,,,,,,,,,
,,,,,County Players,mg-sy,,,,,,,,,
,,,,,Mount Gulian Historic Site,tc,,,,,,,,,
,,,,,Beatrix Farrand Garden,c-t,,,,,,,,,
,,,,,,c-t,,,,,,,,,
WWW,Dutchess,literary,Poughkeepsie,12603,theater,t,Powerhouse Theater,vt,Upstate Films,v-flm,,,,,
,,,,,concerts at Vassar,mc,,f-lt,,,,,,,
,,,,,Upstate Films,vc,,,,,,,,,
,,,,,opera,v-flm,,,,,,,,,
,,,,,movies at Bardavon,mg-o,,,,,,,,,
,,,,,,v-multi,,,,,,,,,
WWW,Dutchess,literary,Poughkeepsie,12601,Mid,v-multi,,,,,,,,,
,,,,,Hudson Heritage Center,,,,,,,,,,
,,,,,Barrett Art Center,ac,,,,,,,,,
,,,,,Art Centro,ac,,,,,,,,,
WWW,Dutchess,literary,Poughkeepsie,12603,Hudson Valley Shakespeare,vt,Powerhouse Theater,vt,,,PoJo,,,,
,,,,,Boscobel,,,,,,,,,,
,,,,,Storm King Arts Center,ag,Bard College Summerfest,vc,,,NPR (WAMC),,,,
,,,,,Vassar College,mg-s,Bardavon,mc,,,Christ Church Conbrio Concerts,,,,
,,,,,Hudson Valley Symphony,vc,,v-multi,,,,,,,
,,,,,Half,vm,,,,,,,,,
,,,,,Moon Theater,,,,,,,,,,
,,,,,Bardavon,mg-sy,,,,,,,,,
,,,,,Christ Church,vt,,,,,,,,,
,,,,,Downing movies Center,tc,,,,,,,,,
,,,,,Beacon Arts,v-multi,,,,,,,,,
,,,,,Maverick music,v-ch,,,,,,,,,
,,,,,,v-flm,,,,,,,,,
,,,,,,aos,,,,,,,,,
,,,,,,vm,,,,,,,,,
,,,,,,m-cs,,,,,,,,,
Hudson Jazz Fest,Orange,music,Chester NY,10918,Galleries (Zungali,ag,art shows,as,performing arts galleries,p,Ticketmaster,Grace Community Cchurch (Washingtonville),,,
,,,,,Strazza Art Gallery),,,,,ag,,,,,
Hudson Jazz Fest,Orange,music,Suffern,10901,NY Wind Symphony,m,,,performing arts center in Rockland County,,,,,,
,,,,,greater Newburgh symphony,mg-sy,,,,,,,,,
,,,,,,vm,,,,,,,,,
Hudson Jazz Fest,Orange,music,Blooming Grove,10914,Storm King Arts Center,ag,Storm King Arts Center,ag,more jazz,mc,,Times Herald Record,,,
,,,,,Newburgh Chamber Music,ag-sc,Shadowlands,ag-s,concerts,mg-j,,,,,
,,,,,Shadowlands,m-grp,,vt,plays,t,,,,,
,,,,,,mg-chm,,,,,,,,,
,,,,,,vt,,,,,,,,,
Hudson Jazz Fest,Orange,music,Sugarloaf,10981,jazz,mg-j,theater,t,excellent music theater,vm,,,,,
,,,,,theater,t,,,,,,,,,
Hudson Jazz Fest,Orange,music,"Wyckoff, NY",7481,music,m,HV Jazz,m-grp,,,college websites,,,,
,,,,,,,,mg-j,,,,,,,
Hudson Jazz Fest,Orange,music,Warwick,10990,music,m,Ann St. Gallery,ag,independent movies,v-flm,Orange Count Arts Council,Warwick Advertiser,,,
,,,,,art shows,as,OC Arts Council,a-org,better music (jazz,mg-j,venue websites,WAMC,,,
,,,,,,,Warwick arts and jazz fest,ac,classical,mc,,,,,
,,,,,,,,fm,contemporary rock),mg-r,,,,,
Hudson Jazz Fest,Orange,music,Monroe,10950,many music venues,vm,music,m,,,WFUV (Fordham Univ.),,,,
,,,,,,,music,,,,,,,,
,,,,,,,music,,,,,,,,
Hudson Jazz Fest,Orange,music,Congers,10920,concerts,mc,music theater,"vm
",more theater,t,,,,,
,,,,,nyacts,**,,,,,,,,,
Hudson Jazz Fest,Orange,music,"Fresh Meadows, NYC",11365,Hudson Valley Jazz Festival,fm,Hudson Valley Jazz,mg-j,more live music,m-live,,,,,
Hudson Jazz Fest,Orange,music,Warwick,10990,Seligmann Center,v-mp,art openings,as,,,,,,,
,,,,,Sugar Loaf Performing Arts Center,ac,,ago,,,,,,,
,,,,,Hudson Valley Jazz Festival,vt,,,,,,,,,
,,,,,,vm,,,,,,,,,
,,,,,,fm,,,,,,,,,
Hudson Jazz Fest,Orange,music,Verona NY,7044,Sugar Loaf Performing Arts Center,vt,,,,,flyers,,,,
,,,,,,,,,,,friends,,,,
Hudson Jazz Fest,Orange,music,Monroe,10950,none,,don't know,,Theater shows,,Monroe Photo News,,,,
,,,,,I am an artist myself,,,,musicals,,,,,,
Hudson Jazz Fest,Orange,music,Tuxedo Park,10987,concerts,mc,Tuxedo Performing Arts Group,dc,movie art theater,v-mo,,,,,
,,,,,classical and jazz,mg-c,,db,,,,,,,
,,,,,plays,mg-j,,,,,,,,,
,,,,,art,t,,,,,,,,,
,,,,,,a,,,,,,,,,
Hudson Jazz Fest,Orange,music,Town of Goshen,10924,mid Hudson symphony,mc,jazz,mg-j,opera,mg-o,Chronicle (Goshen),,,,
,,,,,Falcon,mg-sy,arts and crafts,a,symphony,mg-sy,WHUD,,,,
,,,,,UPAC,vm,movies,cft,,,,,,,
,,,,,Bethel Woods,ac,wine tasting,v-mo,,,,,,,
,,,,,,v-mp,West Point,c-tf,,,,,,,
,,,,,,,,vm,,,,,,,
Hudson Jazz Fest,Orange,music,Highland Mills,10930,music,m,jazz,mg-j,jazz club,,,,,,
,,,,,,,classical music,mg-c,,,,,,,
Hudson Jazz Fest,Orange,music,Monroe,10950,Hudson Valley Jazz Festival,fm,Hudson Valley Jazz Festival,fm,I wish we had a real jazz club in the area besides Falcon,,WNYC (NYC),,,,
,,,,,UPAC,mg-j,,mg-j,,,,,,,
,,,,,Warwick venues,v-multi,,,,,,,,,
,,,,,,,,,,,,,,,
Hudson Jazz Fest,Orange,music,Highland mills,10930,none,,jazz,mg-j,more concerts,,,,,,
,,,,,I am an artist myself,,classical,mg-c,plays,,,,,,
,,,,,,,performing arts,t,,,,,,,
Hudson Jazz Fest,Orange,music,Congers,10920,theater,t,Hudson Valley Jazz Festival,fm,more music,,Lo Hudson.com (Journal News,,,,
,,,,,music movies,m,Shakespeare Festival,mg-j,diversity,,Westchester),,,,
,,,,,,v-mo,,f-lt,,,,,,,
La Voz,Dutchess,awards,Woodstock,12498,Maverick,vm,,,,,,Woodstock Times,,,
,,,,,Paul Greer,m-cs,,,,,,SEST ??,,,
,,,,,St. George's Church,**,,,,,,WPDH,,,
,,,,,Taste Budd's Cafe,v-ch,,,,,,,,,
,,,,,Byrdcliffe Kleinert,v-com,,,,,,,,,
,,,,,Woodstock Artists Association and Museum,ac,,,,,,,,,
,,,,,ASK,am,,,,,,,,,
,,,,,,ag,,,,,,,,,
La Voz,Dutchess,awards,Cornwall on Hudson,10930,Ann Street Gallery,ag,Art in Park,as,more theater,,,,,,
,,,,,Downing theater,v-flm,concerts by river in Newburgh,c-t,,,,,,,
,,,,,,,Depot Theater,mc,,,,,,,
,,,,,,,,vt,,,,,,,
La Voz,Dutchess,awards,Kingston,12401,ASK,,Reher Center block party,,more interpretive dance events,,,WAMC,,,
,,,,,,,ASK events,,we have so much in the HV,,,,,,
,,,,,,,openings,,,,,,,,
,,,,,,,arts festival of Kingston,,,,,,,,
La Voz,Dutchess,awards,Brooklyn,11226,,,,,music and dancing,,,La Voz,,,
La Voz,Dutchess,awards,Brooklyn,11226,Spiegeltent and F** PAC,m-cs,,,piano recitals,,,La Voz,,,
,,,,,,,,,string quartets,,,,,,
La Voz,Dutchess,awards,Roslyn Heights,11577,,,,,,,,,,,
La Voz,Dutchess,awards,Rosendale,12472,Spiegeltent,vm,Fisher Center for the Performing Arts,v-mp,We have it all!! Perhaps more live theater events,,Chronogram website,Chronogram,,,
,,,,,Rosendale Theater and Street Fest,v-out,Woodstock,v-flm,,,,FB,,,
,,,,,,vt,Upstate Films,,,,,,,,
,,,,,,f-st,,,,,,,,,
La Voz,Dutchess,awards,Highland mills,12528,Art Openings,aos,Samuel Dorsky Museum of Art,am,Art Gallery and Museum,ag,FB,,,,
,,,,,Kingston,,,,,,,,,,
,,,,,Saugerties,ago,Frances Lehman Loeb Art Center,am,,am,,,,,
,,,,,Poughkeepsie among many other cities and towns,c-tr,Bard College,vc,,,,,,,
,,,,,,,KMOCA,ag,,,,,,,
,,,,,,,HVCCA (Peekskill),ag,,,,,,,
,,,,,,,,am,,,,,,,
La Voz,Dutchess,awards,Poughkeepsie,12601,La Guelaguetza,v-cult,Bardavon,v-multi,,,Poughkeepsie Library website,Poughkeepsie Public Library,,,
,,,,,dia de los muertos,fd,Vassar,vc,,,FB,,,,
,,,,,,,,,,,La Voz,,,,
La Voz,Dutchess,awards,New Paltz,12561,ASK,ag,Samuel Dorsky Museum of  Art Museum,am,Concert Pavilion like Bethel Woods,,Chamber of Commerce,LinkedIn,,,
,,,,,Uptown Gallery,ag,SUNY New Paltz,am,,,,YNN Channel 6,,,
,,,,,,,Bard College,vc,,,,New Paltz Times,,,
,,,,,,,DIA,vc,,,,Almanac,,,
,,,,,,,,am,,,,WGHQ,,,
,,,,,,,,,,,,St Josephs Old Dutch Church,,,
La Voz,Dutchess,awards,Kingston,12401,Music,m,Bardavon,v-multi,Museum of Art,am,google,Wookstock Times,,,
,,,,,,,UPAC,v-mutli,,,,PBS (??NPR - WAMC??,,,
La Voz,Dutchess,awards,Saugerties,12477,Chamber Music,mg-chm,chamber music,mg-chm,more music with better parking,m,Daily Freeman,Trinity Church,,,
,,,,,Art (sculpture,ag-s,Saugerties artist studio tour,aos,,,Saugerties Post Star,friends,,,
,,,,,painting,,saugerties public library,v-lib,,,Saugerties Times,,,,
,,,,,other),,,,,,,,,,
,,,,,lifespring courses,,,,,,,,,,
La Voz,Dutchess,awards,Saugerties,12477,lifespring courses,**,Maverik concerts,vm,More Jazz,,Daily Freeman,Fox 23 Albany,,,
,,,,,John St James,**,Woodstock playhouse,m-cs,,,Saugerties Times,WGAQ ??,,,
,,,,,Maverick concerts,vm,Bearsville Theater,vt,,,,WNYC,,,
,,,,,Saugerties Pro Musica,m-cs,Bard College programs,v-pm,,,,WDOT**??,,,
,,,,,,fm,,vc,,,,Life Springs,,,
,,,,,,,,,,,,,,,
La Voz,Dutchess,awards,Boiceville,12412,musician performances,m,Bardavon,v-multi,the arts in general - the true measure of any culture,,Woodstock Times,,,,
,,,,,ASK,ag,WDST,**,,,WDST,,,,
,,,,,Byrdcliffe,ag,UPAC,v-multi,,,YNN Channel 6,,,,
,,,,,Bardavon,v-multi,Harmony Cafe,v-com,,,,,,,
,,,,,WDST,**,Colony,**,,,,,,,
,,,,,,,ASK,ag,,,,,,,
,,,,,,,Falcon,vm,,,,,,,
La Voz,Dutchess,awards,Kingston,12401,Woodstock Playhouse,vt,Bard College Art Festival,af,Live theater,tl,,FB,,,
,,,,,,tc,Woodstock movies festival,vc,,,,E. news,,,
,,,,,,,,f-film,,,,,,,
La Voz,Dutchess,awards,New Paltz,12561,music events,m,Bard College,vc,more theater and moderately priced dance events,,Almanac,,,,
,,,,,gallery events,ago,Unison arts,ac,,,WKZE,,,,
,,,,,dance,d,SUNY,,,,,,,,
La Voz,Dutchess,awards,Highland Mills,12528,Bethel Woods,vm,Bearsville Theater,v-pm,,,fb,PoJo,,,
,,,,,local bars and restaurants for music,v-com,college offerings to the community,vc,,,,Chronogram,,,
,,,,,,,,,,,,SUNY New Paltz emails,,,
,,,,,,,,,,,,recommendations,,,
La Voz,Dutchess,awards,Washingtonville ,10992,Bethel Woods,vm,bethel woods,vm,plays and musicals and stand up comedy,t,fb,recommendations,,,
,,,,,colleges,vc,I know there are plenty more and I wish I knew them,,,m,PoJo,,,,
,,,,,local bars,v-com,,,,p-om,SUNY New Paltz,,,,
La Voz,Dutchess,awards,New Paltz,12561,ASK,ag,performance arts,t,Town of Poughkeepsie line artist to performances,,new papers and magazines,New Paltz Times,,,
,,,,,Samuel Dorsky Museum of Art,am,art shows,as,,,,Almanac,,,
,,,,,Bard College,vc,,,,,,PBS Ch 13,,,
,,,,,music and drama,m,,,,,,WEHQ ??,,,
,,,,,,t,,,,,,,,,
La Voz,Dutchess,awards,Newburgh,12550,Storm King Arts Center,ag,,,music festivals,,fb,,,,
,,,,,festivals,ag-s,,,,,,,,,
,,,,,La Guelaguetza,f,,,,,,,,,
,,,,,,f-cult,,,,,,,,,
La Voz,Dutchess,awards,Rhinebeck,12572,music,m,Center for the Performing Arts at Rhinebeck,vt,,,fb,,,,
,,,,,Bardavon,v-multi,Bardavon,v-multi,,,PoJo,,,,
,,,,,,,Arts Mid-Hudson,a-org,,,,,,,
La Voz,Dutchess,awards,Newburgh,12550,Newburgh festivals,c-tr,Downing Center,v-flm,plaza central,,fb,,,,
,,,,,bailables,f,Newburgh art studio,aos,cultural para eventos,,Univision,,,,
,,,,,peliculas,d,,,,,La Voz,,,,
,,,,,,v-mo,,,,,,,,,
La Voz,Dutchess,awards,Newburgh,12550,Hispanic heritage celebrations,c-t,,,algo para los ninos,ke,fb,,,,
,,,,,La Guelaguetza,v-cult,,,enseñando arte y debujes,aed,La Voz,,,,
,,,,,,v-cult,,,,ke,,,,,
La Voz,Dutchess,awards,Rhinebeck,12572,UPAC,v-multi,Dutchess County Fair,c-multi,theater,t,Chronogram,,,,
,,,,,Dutchess County Fairgrounds,v-multi,Bard College cultural events,vc,concerts,mc,,,,,
,,,,,Center for the Performing Arts at Rhinebeck,vt,,c-t,more dance performances,,,,,,
La Voz,Dutchess,awards,Kingston,12401,ASK,ag,Ashokan Center,ac,high quality small clubs,,HV Music.com,"Almanac.  It all sucks for publicity because it too fragmented.  Used to be ""preview"" was to be depended on along with PoJo - Enjoy and Times Herald Record Weekend sections",,,
,,,,,Hudson Valley Bluegrass Association,fm,Clearwater,fm,jazz ands,,,,,,
,,,,,Clearwater Festival,fm,free municipan family eveents like Between the Bridges,e-fam,bluegrass,,,,,,
,,,,,,,Latin Festivals,f-cult,eclectic/world.  lots more dancing and salsa (like there used to be) from cultures that dance,,,,,,
,,,,,,,Hookie,**,,,,,,,
,,,,,,,,,,,,,,,
La Voz,Dutchess,awards,Stattsburg,12580,Bard College,vc,Bard College,vc,live music venues with space for dancing,vm,word of mouth,Chronogram,,,
,,,,,Bard Center for Curatorial Studies,vc,UPAC,v-multi,,m-live,,Red Hook Observer (no longer published**),,,
,,,,,Bard Music Festival,fm,Storm King Arts Center,ag,,pd,,,,,
,,,,,Fisher Center for the Performing Arts,v-mp,Mills Mansion,ag-s,,,,,,,
,,,,,BSP Kingston,pt,,v-out,,,,,,,
,,,,,Bearsville Theater,v-mp,,**,,,,,,,
,,,,,DIA,m-live,,,,,,,,,
,,,,,Stormville,v-mp,,,,,,,,,
,,,,,street festivals,t,,,,,,,,,
,,,,,,am,,,,,,,,,
,,,,,,f-st,,,,,,,,,
La Voz,Dutchess,awards,Rhinebeck ,12572,Bard College,ac,Fisher Center for Performing Arts,v-mp,independent cinemas,v-flm,fb,Chronogram,,,
,,,,,Woodstock,c-tr,Center for Performing Arts Rhinebeck,vt,,,,Red Hook Observer (no longer published**),,,
,,,,,Vanderbilt concerts,ac,Kaatsbaan,vd,,,,,,,
,,,,,events in Rhinebeck,c-tr,,,,,,,,,
,,,,,Upstate Films,c-t,,,,,,,,,
,,,,,,v-flm,,,,,,,,,
La Voz,Dutchess,awards,Kingston,12401,gallery,ag,,,more Hispanic events,,,NPR - WAMC ?,,,
,,,,,music.,m,,,,,,,,,
La Voz,Dutchess,awards,Stone Ridge,12484,gallery openings,ago,Rosendale Street Festival,f-st,more musical concerts that would give me employment,,La Voz,,,,
,,,,,concerts,mc,Hudson Music Festival,fm,,,,,,,
La Voz,Dutchess,awards,New Paltz,12561,MaMA Stone Ridge,**,,,free Spanish classes,,fb,recommendations,,,
,,,,,Falcon,vm,,,,,,,,,
La Voz,Dutchess,awards,Kingston,12401,UPAC,v-multi,drum boogie,fm,chalk art,af,,Chronogram,,,
,,,,,Bardavon,v-multi,music festivals,v-out,street painting on Walkway Over the Hudson,mg-strt,,Falcon,,,
,,,,,public parks,c-t,historical buildings,c-th,music arts,c-tl,,,,,
,,,,,galleries,ag,food festivals,c-tf,,,,,,,
,,,,,movies,v-mo,Tivoli Street Painting Festival,af,,,,,,,
,,,,,plays,vt,,ag-strt,,,,,,,
,,,,,Rosendale Theater,v-flm,,,,,,,,,
,,,,,Upstate Films,,,,,,,,,,
La Voz,Dutchess,awards,Poughkeepsie,12603,Vassar,vc,Vassar college,vc,youth cultural and ed center,ke,La Voz,,,,
,,,,,Bardavon,v-multi,Mid-Hudson Heritage Center,v-multi,,ked,,,,,
,,,,,Hispanic events,f-cult,,,,,,,,,
,,,,,,,,,,,,,,,
La Voz,Dutchess,awards,Poughkeepsie,12603,Half,vt,Half-Moon,vt,high quality programs,,Scenic Hudson,Chronogram,,,
,,,,,Moon Theater,,,,,,,fb,,,
,,,,,Walkway Over the Hudson,tc,Vassar college,vc,Dutchess Arts Camp,,Walkway Over the Hudson,WDST,,,
,,,,,Powerhouse Theater,vt,Beacon waterfront,c-tl,Sprout Creek,,,Arts Mid-Hudson and mostly people recommendations,,,
,,,,,Bardavon,v-multi,Upstate Films,v-flm,dance lessons available to all incomes,,,,,,
,,,,,UPAC,v-multi,,,,,,,,,
La Voz,Dutchess,awards,Red Hook,12571,,,Teatro Vivos,tl,,,fb,,,,
,,,,,,,musical events,m,,,,,,,
La Voz,Dutchess,awards,Rhinecliff,12574,,,Bard College Spiegletent,vc,more art galleries,ag,fb,Chronogram,,,
,,,,,,,Fisher Center for Performing Arts,fm,,,,WDST,,,
,,,,,,,,v-mp,,,,,,,
La Voz,Dutchess,awards,Staatsburg ,12580,Bardavon,v-multi,Bardavon,v-multi,community theater,t,fb,,,,
,,,,,,,Fisher Center for Performing Arts,v-mp,,,PoJo,,,,
La Voz,Dutchess,awards,New Paltz,12561,SUNY New Paltz,vc,UPAC,v-multi,art movie theater,v-flm,Chronogram,Las Noticias,,,
,,,,,Unison Arts and Learning Center,ac,Bardavon,v-multi,latin community center,**,Ulster Publishing,WKZE,,,
,,,,,Bard College,vc,Upstate Films,v-flm,,,VisitVortex Hudson Valley,WVKR,,,
,,,,,Vassar,vc,,,,,,,,,
La Voz,Dutchess,awards,Kingston,12401,ASK,ag,all of them,,fine arts museum,,Kingston Happenings,,,,
,,,,,Coach House Players,tc,,,,,,,,,
La Voz,Dutchess,awards,Montgomery,12549,Downing movies,v-flm,,,youth cultural events,,,,,,
,,,,,cultural festivals,f-cult,,,showcases,,,,,,
La Voz,Dutchess,awards,Town of Poughkeepsie,12603,Mid,v-multi,,,public skate park and events celebrating skateboarding and related art and movies,,fb,,,,
,,,,,Hudson Civic Center,,,,,,,,,,
,,,,,Vassar,vc,,,,,Vassar.edu,,,,
B Barriers,Dutchess,cultural,Town of Poughkeepsie,12603,,,,,it may have all of these,,Vassar email,,,,
B Barriers,Dutchess,cultural,Town of Poughkeepsie,12604,Rosendale Cafe,v-com,county fairs,e-fair,live jazz,mg-j,listserves,,,,
,,,,,Bard College Spiegeltent,vc,local theatre,t,more local dance,d,,,,,
,,,,,,fm,,,,,,,,,
,,,,,,v-out,,,,,,,,,
B Barriers,Dutchess,cultural,Poughkeepsie,12601,music,m,open mic,p-om,a better updated park on Lincoln soccer field  (City of Pok - Lincoln Ave.),,,,,,
,,,,,art,a,art shows,as,,,,,,,
B Barriers,Dutchess,cultural,Hyde Park,12538,international foods at restaurants or events,c-tf,symphony outdoor theater,v-out,,,google,,,,
,,,,,theater,v-out,culture through food,mg-sy,,,local papers,,,,
,,,,,attendance,,,,,,,,,,
,,,,,outdoor symphony,mg-sy,,c-tf,,,PoJo,,,,
B Barriers,Dutchess,cultural,Hyde Park,12538,theater,t,theater productions,t,theater,t,recommendations,,,,
,,,,,music,m,,,arts,a,,,,,
,,,,,,,,,music,m,,,,,
B Barriers,Dutchess,cultural,Poughkeepsie,12601,,,theater,t,theater,t,,,,,
,,,,,,,movies,v-mo,movies,v-mo,,,,,
,,,,,,,live music,m,live music events,m,,,,,
B Barriers,Dutchess,cultural,Poughquag,12570,community theater,t,Perfomring Arts Center at Rhinebeck,vt,,,fb,WPDH,,,
,,,,,both attend and participate,c-tf,Cunneen-Hackett,v-mp,,,Twitter,Pawling Public Radio,,,
,,,,,farmer's markets,c-tf,Dutchess Count Fairgrounds,v-multi,,,PoJo,,,,
,,,,,food/wine events,,DIA,am,,,,,,,
,,,,,,,Howland Cultural Center,v-mp,,,,,,,
B Barriers,Dutchess,cultural,Poughkeepsie,12601,plays,t,,,art programs for youth in community,"ka
",,,,,
B Barriers,Dutchess,cultural,Wappingers Falls,12590,local and free!,**,events that combine arts and styles and demographics,**,more galleries,,fp,,,,
,,,,,multicultural events,e-cult,health venue,,more museums,,,,,,
,,,,,gallery exhibits,ag,,,art schools,,,,,,
,,,,,performance arts,as,,,,,,,,,
,,,,,fairs to buy local work and be apart of.,p,,,,,,,,,
,,,,,,c-tf,,,,,,,,,
B Barriers,Dutchess,cultural,Hyde Park,12538,not man!! because I'm an older single woman and hesitant to go to night events expecially in Poughkeepsie,**,,,,,,,,,
B Barriers,Dutchess,cultural,Poughkeepsie,12601,breaking barriers,"f-cult
",don't know,,more places for young kids to express themselves,kac,my son,,,,
,,,,,,,,,,,fb,,,,
,,,,,,,,,,,Bethel Church of God,,,,
B Barriers,Dutchess,cultural,Town of Poughkeepsie,12603,N/A,,,,sculptural art,km,fb,Beaulah Baptist Church,,,
,,,,,,,,,free music for kids,,,,,,
B Barriers,Dutchess,cultural,Town of Poughkeepsie,12603,none,,,,block parties,,fb,,,,
,,,,,,,,,,,,,,,
B Barriers,Dutchess,cultural,Poughkeepsie,12601,none,,,,,,,,,,
